Hauptkategorie (neu);Unterkategorie (neu);Top-Rang;Relevanz 1-5;Produktname;Bild;Beschreibung (max. 500 Zeichen);Feature / USP (Hauptbotschaft);Sekundäre Information;Link Ferronato-Shop;Sparte/Farbe;Preis CHF exkl. MwSt;Art.-Nr.;Verfügbarkeit;Alte Shop-Unterkategorie;Begründung Top
07 Reinigen, Schützen & Reparieren;Reiniger;;3;AKEMI Crystal Clean Konzentrat;https://shop.ferronato.ch/images/product/large/2212.jpg;AKEMI Crystal Clean Konzentrat, säure- und laugenfreies Reinigungsmittel, phosphatfrei, biologisch abbaubar, schlierenfrei und schnell trocknend. Für die tägliche Entfernung leichter Verschmutzungen wie Öl- und Fettfilme auf poliertem Natur- und Kunststein sowie Feinsteinzeug, Keramik und Quarzkomposit.;Schlierenfreier Alltagsreiniger für polierten Stein und Feinsteinzeug.;Gebinde 1 oder 5 Liter Konzentrat, ab CHF 21.00.;https://shop.ferronato.ch/de/product/2212/akemi-crystal-clean-konzentrat?CatID=216;Plattenleger;21.0;;;AKEMI Produkte;Häufig eingesetzter AKEMI-Reiniger für die tägliche Pflege.
07 Reinigen, Schützen & Reparieren;Reiniger;;3;AKEMI Oel + Fettentfernerpaste;https://shop.ferronato.ch/images/product/large/711.jpg;AKEMI Öl- und Fettentfernerpaste, cremige Paste mit Absorptionsmittel zum Entfernen von Fett-, Öl- und Wachsflecken sowie Verfärbungen durch Weichmacher aus Silikon-Dichtstoffen. Für Natur- und Kunststein, Keramik und Cotto. 250-ml-Tube.;Entfernt Öl-, Fett- und Wachsflecken von Naturstein und Keramik.;250-ml-Tube, für Innen- und Aussenbereich, Preis CHF 25.40.;https://shop.ferronato.ch/de/product/711/akemi-oel-fettentfernerpaste?CatID=216;Plattenleger;25.4;020-520;ab Lager;AKEMI Produkte;Häufig eingesetztes Fleckenentferner-Produkt bei der Endreinigung.
07 Reinigen, Schützen & Reparieren;Reiniger;;3;FERROSIL Seal-it® 450 PUR CLEANER;https://shop.ferronato.ch/images/product/large/7926.png;Sprühreiniger zum Entfernen frischer, nicht ausgehärteter PUR-Schaumreste sowie zum gründlichen Reinigen und Spülen von PUR-Pistolen. Wirkt schnell bei frischem Schaum, ausgehärteter Schaum lässt sich nur mechanisch entfernen. Entfernt, entfettet und reinigt Untergründe, die unempfindlich gegen das Mittel sind.;Reinigt PUR-Pistolen und entfernt frische Schaumreste zuverlässig.;Vor Gebrauch kräftig schütteln, Preis CHF 9.50.;https://shop.ferronato.ch/de/product/7926/ferrosil-seal-it-450-pur-cleaner?CatID=216;Plattenleger;9.5;021-195;ab Lager;Plattenleger (Hauptkategorie);Praktisches Verbrauchsmittel für die Pistolenpflege bei PUR-Arbeiten.
07 Reinigen, Schützen & Reparieren;Reiniger;;2;AKEMI Imprägnierungs-Entferner;https://shop.ferronato.ch/images/product/large/2330.jpg;AKEMI Imprägnierungs-Entferner, 1 Liter, konzentriertes, hoch alkalisches Gel, geruchlos, lösungsmittelfrei, biologisch abbaubar. Beseitigt Verfleckungen durch Imprägnierungen und hartnäckige Verschmutzungen wie Lackreste auf Naturstein, Betonwerkstein und Klinker.;Hoch alkalisches Gel gegen Imprägnierungsflecken und Lackreste.;Gebinde 1 Liter, nur für Fachanwender, Preis CHF 48.90.;https://shop.ferronato.ch/de/product/2330/akemi-impr-gnierungs-entferner?CatID=216;Plattenleger;48.9;020-558;ab Lager;AKEMI Produkte;Gezielter Spezialreiniger, kein Alltagsprodukt.
07 Reinigen, Schützen & Reparieren;Reiniger;;2;Innotec Schaum Glas Reiniger Plus 500ml;https://shop.ferronato.ch/images/product/large/6346.jpg;Lebensmitteltauglicher Schaumreiniger für Glas, Plexiglas und transparente Kunststoffe, NSF-registriert. Entfernt schlierenfrei Fett, Staub, Insektenreste, Nikotinbeschlag. Läuft nicht von vertikalen Flächen ab, greift Kunststoff und Lack nicht an. 500-ml-Sprühdose.;Schlierenfreier Glasreiniger, der an vertikalen Flächen haften bleibt.;500-ml-Sprühdose, NSF-zertifiziert für Lebensmittelbereiche.;https://shop.ferronato.ch/de/product/6346/innotec-schaum-glas-reiniger-plus-500ml?CatID=216;Plattenleger;23.1;021-035;ab Lager;Plattenleger (Hauptkategorie);Nützlicher Reiniger, eher Nebenprodukt als Kernartikel.
07 Reinigen, Schützen & Reparieren;StoneLux-Reparatursystem;5;4;StoneLux 2.0 Profi Set PRO;https://shop.ferronato.ch/images/product/large/5719.jpg;StoneLux 2.0 Professional Set mit Keramik-Reparaturmodul für Kleinschäden, Retusche-, Kristall-, Struktur- und Mikrodefekt-Technik. Enthält 10 Reparaturfarben, Sanitärfarbe, Opaquer, Prep-Set mit Diamantfräsern, blue:tron Powerlicht, Akku-Feinschleifgerät Proxxon, Blasebalg, zwei Koffer.;Komplettsystem für unsichtbare Reparaturen an Keramik- und Quarzkompositoberflächen.;Zwei Koffer mit ConneX-Klicksystem verbindbar, inkl. Akku-Feinschleifgerät.;https://shop.ferronato.ch/de/product/5719/stonelux-2-0-profi-set-pro?CatID=216;Plattenleger;3.0;020-194 SET PRO;Nicht an Lager;Plattenleger (Hauptkategorie);StoneLux 2.0 Profi Set PRO, Flaggschiff für Chip- und Kratzerreparaturen.
07 Reinigen, Schützen & Reparieren;StoneLux-Reparatursystem;;3;Slx StoneLux® 2.0 Ceramic Kit Sortiment;https://shop.ferronato.ch/images/product/large/4515.jpg;StoneLux 2.0 Ceramic Kit Sortiment, umfassendes Reparatur-Set für Quarzkomposit, Keramik und Fliesen mit 14 Reparaturfarben und 1x Sanitary weiss matt. Fünf Reparaturtechniken (Transpa, Retusche, Kristall, Struktur, Mikrodefekt), inklusive Präparationsset, Kristallen, Applikationsinstrument und Air-Barrier-Gel.;Vollständiges Reparatur-Set für Keramik- und Fliesenschäden mit fünf Techniken.;14 Reparaturfarben plus Zubehör im Koffer, Preis auf Anfrage.;https://shop.ferronato.ch/de/product/4515/slx-stonelux-2-0-ceramic-kit-sortiment?CatID=216;Plattenleger;1.0;020-194 CER;ab Lager;Plattenleger (Hauptkategorie);Umfassendes StoneLux-Set, wiederkehrend für Reparaturaufträge genutzt.
07 Reinigen, Schützen & Reparieren;StoneLux-Reparatursystem;;3;StoneLux 2.0 Professional Kit  (ohne Ceramic Kit);https://shop.ferronato.ch/images/product/large/5720.jpg;StoneLux 2.0 Professional Reparaturset für Naturstein, Quarzkomposit, Steinzeug, Keramik und Fliesen mit 10 Reparaturfarben und fünf Reparaturtechniken. Enthält Bluetron Powerlicht mit Schutzbrille, Proxxon-Feinschleifbohrer mit Ladestation, Primer-System, Filler-Applikator, Polierpaste, Feinschleifpads, Reinigungslösung, Composite-Hobel.;Fünf Reparaturtechniken für unsichtbare Ausbesserungen an Stein- und Keramikoberflächen.;Ohne Ceramic-Modul, dafür günstiger als das Profi Set PRO.;https://shop.ferronato.ch/de/product/5720/stonelux-2-0-professional-kit-ohne-ceramic-kit?CatID=216;Plattenleger;2.0;020-194 KIT PROF;ab Lager;Plattenleger (Hauptkategorie);Hochwertiges Profisystem, ergänzend zum Set mit Ceramic-Modul.
07 Reinigen, Schützen & Reparieren;StoneLux-Reparatursystem;;3;StoneLux® 2.0 Bluetron Handlichtgerät;https://shop.ferronato.ch/images/product/large/2221.jpg;StoneLux 2.0 Bluetron LED Handlichtgerät, akkubetrieben, Härtezeit 15 Sekunden bzw. 60 Sekunden mit Cover, 3 Blaulicht-LEDs, Display mit Funktionstasten. Lieferumfang: Handlichtgerät, Schutzschild, Ladegerät, Anleitung.;Akku-Lichthärtegerät für schnelle StoneLux-Reparaturen vor Ort.;Härtezeit 15 oder 60 Sekunden, Preis auf Anfrage.;https://shop.ferronato.ch/de/product/2221/stonelux-2-0-bluetron-handlichtger-t?CatID=216;Plattenleger;1.0;020-252;Nicht an Lager;Plattenleger (Hauptkategorie);Zentrales Gerät im StoneLux-Reparatursystem, wiederkehrend gebraucht.
07 Reinigen, Schützen & Reparieren;StoneLux-Reparatursystem;;2;Slx StoneLux® 2.0 Schleif-& Polierblock;https://shop.ferronato.ch/images/product/large/2253.jpg;StoneLux 2.0 Schleif- und Polierblock aus Kork und Filz für die Endbearbeitung. Korkseite zum Schleifen mit Schleifleinen, Filzseite zum Polieren mit Polierpaste in kreisenden Bewegungen.;Kombiblock zum Schleifen und Polieren nach der StoneLux-Reparatur.;Preis CHF 16.80.;https://shop.ferronato.ch/de/product/2253/slx-stonelux-2-0-schleif-polierblock?CatID=216;Plattenleger;16.8;020-230;ab Lager;Plattenleger (Hauptkategorie);Ergänzendes Werkzeug im StoneLux-Reparatursystem.
07 Reinigen, Schützen & Reparieren;StoneLux-Reparatursystem;;2;StoneLux 2.0 Primer Universal 1ml;https://shop.ferronato.ch/images/product/large/6496.jpg;Universeller Primer als Haftvermittler zwischen der zu reparierenden Oberfläche und dem StoneLux-Reparaturmaterial, ersetzt Pyrosilgas. Stift mit 1 ml Inhalt.;Sorgt für Haftung bei unsichtbaren StoneLux-Reparaturen.;Ergänzt das StoneLux-2.0-System, auch als Primer granit erhältlich.;https://shop.ferronato.ch/de/product/6496/stonelux-2-0-primer-universal-1ml?CatID=216;Plattenleger;41.9;020-196 PRIMER UNIV.;ab Lager;Plattenleger (Hauptkategorie);Verbrauchsmaterial für spezialisierte Reparaturarbeiten.
07 Reinigen, Schützen & Reparieren;StoneLux-Reparatursystem;;2;StoneLux 2.0 Primer granit 1ml;https://shop.ferronato.ch/images/product/large/6501.jpg;Primer speziell für Granit als Haftvermittler zwischen der zu reparierenden Oberfläche und dem StoneLux-Reparaturmaterial. Stift mit 1 ml Inhalt.;Speziell für Granit optimierter Haftvermittler bei Reparaturen.;Ergänzt das StoneLux-2.0-System, auch als Primer Universal erhältlich.;https://shop.ferronato.ch/de/product/6501/stonelux-2-0-primer-granit-1ml?CatID=216;Plattenleger;41.9;020-196 PRIMER GRAN.;ab Lager;Plattenleger (Hauptkategorie);Verbrauchsmaterial für spezialisierte Granit-Reparaturen.
07 Reinigen, Schützen & Reparieren;StoneLux-Reparatursystem;;2;StoneLux 2.0Transpa Flow Spritze 3ml;https://shop.ferronato.ch/images/product/large/2241.jpg;StoneLux 2.0 Transpa Flow Spritze, 3 ml, Reparaturmaterial für Kleinkorrekturen oder als oberste Schicht auf hochglänzenden Steinoberflächen, auch für Stempeltechnik geeignet.;Transparentes Reparaturmaterial für feine Steinkorrekturen.;Inhalt 3 ml, Preis CHF 78.50.;https://shop.ferronato.ch/de/product/2241/stonelux-2-0transpa-flow-spritze-3ml?CatID=216;Plattenleger;78.5;020-202;ab Lager;Plattenleger (Hauptkategorie);Verbrauchsmaterial im StoneLux-System, gezielter Bedarf.
07 Reinigen, Schützen & Reparieren;StoneLux-Reparatursystem;;1;StoneLux 2.0  Seperator Pen 1ml;https://shop.ferronato.ch/images/product/large/6504.jpg;Antihaftmittel für die Stempelherstellung in der StoneLux Struktur-Reparaturtechnik, zur Nachbildung von 3D-Oberflächenstrukturen auf moderner Keramik. Stift mit 1 ml Inhalt.;Ermöglicht Stempeltechnik für die Reparatur strukturierter Keramikoberflächen.;Anwendung gemäss Video-Anleitung Stempeltechnik auf Youtube.;https://shop.ferronato.ch/de/product/6504/stonelux-2-0-seperator-pen-1ml?CatID=216;Plattenleger;41.9;020-243;ab Lager;Plattenleger (Hauptkategorie);Sehr spezialisiertes Nischenprodukt der Stempeltechnik.
07 Reinigen, Schützen & Reparieren;StoneLux-Reparatursystem;;1;StoneLux Sparkanülen mit Metallröhrchen 10 Stk im Säckchen;https://shop.ferronato.ch/images/product/large/7030.jpg;Sparkanülen mit Metallröhrchen zum Aufschrauben auf StoneLux-Spritzen für präzises, gezieltes Dosieren. Mit Originalkappe für 100%igen Lichtausschluss nach der Anwendung. 10 Stück pro Säckchen.;Präzisionsdosierung für StoneLux-Reparaturmaterial.;10 Stück im Säckchen, Preis CHF 14.00.;https://shop.ferronato.ch/de/product/7030/stonelux-sparkan-len-mit-metallr-hrchen-10-stk-im-s-ckchen?CatID=216;Plattenleger;14.0;020-246 ROSE;ab Lager;Plattenleger (Hauptkategorie);Kleinteil-Verbrauchsmaterial für die StoneLux-Reparaturtechnik.
07 Reinigen, Schützen & Reparieren;StoneLux-Reparatursystem;;1;StoneLux,Struk.Granulat X1;https://shop.ferronato.ch/images/product/large/6252.jpg;StoneLux Strukturgranulat X1, feinste Körnung, je 4 g transparent, weiss, schwarz. Wird ins Reparaturmaterial gemischt oder aufgestreut, für Natursteine mit Kristallkörnung wie Marmor.;Nachbildung feiner Kristallstruktur bei Natursteinreparaturen.;Auch in Körnungen X2, X3, X4 erhältlich.;https://shop.ferronato.ch/de/product/6252/stonelux-struk-granulat-x1?CatID=216;Plattenleger;61.1;;;Plattenleger (Hauptkategorie);Verbrauchsmaterial für StoneLux-System, sehr spezifisches Nischenprodukt.
07 Reinigen, Schützen & Reparieren;StoneLux-Reparatursystem;;1;StoneLux,Struk.Granulat X2;https://shop.ferronato.ch/images/product/large/6254.jpg;StoneLux Strukturgranulat X2, Körnung 0,16-0,63 mm, je 4 g transparent, weiss, schwarz. Wird ins Reparaturmaterial gemischt oder aufgestreut, für Natursteine mit Kristallkörnung wie Marmor.;Nachbildung feiner Kristallstruktur bei Natursteinreparaturen.;Auch in Körnungen X1, X3, X4 erhältlich.;https://shop.ferronato.ch/de/product/6254/stonelux-struk-granulat-x2?CatID=216;Plattenleger;60.55;;;Plattenleger (Hauptkategorie);Verbrauchsmaterial für StoneLux-System, sehr spezifisches Nischenprodukt.
07 Reinigen, Schützen & Reparieren;StoneLux-Reparatursystem;;1;StoneLux,Struk.Granulat X3;https://shop.ferronato.ch/images/product/large/6255.jpg;StoneLux Strukturgranulat X3, Körnung 0,64-1,00 mm, je 4 g transparent, weiss, schwarz. Wird ins Reparaturmaterial gemischt oder aufgestreut, für Natursteine mit Kristallkörnung wie Marmor.;Nachbildung gröberer Kristallstruktur bei Natursteinreparaturen.;Auch in Körnungen X1, X2, X4 erhältlich.;https://shop.ferronato.ch/de/product/6255/stonelux-struk-granulat-x3?CatID=216;Plattenleger;60.55;;;Plattenleger (Hauptkategorie);Verbrauchsmaterial für StoneLux-System, sehr spezifisches Nischenprodukt.
07 Reinigen, Schützen & Reparieren;StoneLux-Reparatursystem;;1;StoneLux,Struk.Granulat X4;https://shop.ferronato.ch/images/product/large/6256.jpg;StoneLux Strukturgranulat X4, Körnung >1 mm, je 4 g transparent, weiss, schwarz. Wird ins Reparaturmaterial gemischt oder aufgestreut, für Natursteine mit Kristallkörnung wie Marmor.;Nachbildung grober Kristallstruktur bei Natursteinreparaturen.;Auch in Körnungen X1, X2, X3 erhältlich.;https://shop.ferronato.ch/de/product/6256/stonelux-struk-granulat-x4?CatID=216;Plattenleger;63.1;;;Plattenleger (Hauptkategorie);Verbrauchsmaterial für StoneLux-System, sehr spezifisches Nischenprodukt.
08 Staub & Absaugung;Absaughauben;;3;FLEX Absaughaube  Ø125mm LD+LDE 15-10R/LD 18-7 125R;https://shop.ferronato.ch/images/product/large/6236.jpg;FLEX Absaughaube Ø125 mm für randnahes Arbeiten, werkzeuglose Höhenverstellung über Spannhebel. Passend für LD+LDE 15-10 R und LD 18-7 125 R.;Werkzeuglose Höhenanpassung für staubarmes randnahes Schleifen.;Passend nur für bestimmte FLEX-Betonschleifer-Modelle.;https://shop.ferronato.ch/de/product/6236/flex-absaughaube-125mm-ld-lde-15-10r-ld-18-7-125r?CatID=216;Plattenleger;170.0;050-183 HAUBE;Nicht an Lager;Plattenleger (Hauptkategorie);Wichtiges Absaugzubehör, aber modellspezifisch.
08 Staub & Absaugung;Absaughauben;;3;FLEX Absaughaube komplett für: LBE 17-11 Winkelschleifer;https://shop.ferronato.ch/images/product/large/6162.jpg;FLEX Absaughaube Ø150 mm für randnahes Arbeiten mit hoher Absaugleistung, Höhenverstellung über Innensechskantschraube. Passend für LB/LBE 17-11 125 und L/LE 15-11 125. Empfohlen ab 1500 Watt Winkelschleiferleistung.;Ermöglicht staubarmes, randnahes Schleifen mit dem Winkelschleifer.;Passend nur zu Winkelschleifern mit Rastmechanik-Schutzhaube.;https://shop.ferronato.ch/de/product/6162/flex-absaughaube-komplett-f-r-lbe-17-11-winkelschleifer?CatID=216;Plattenleger;111.0;050-181 HAUBE;ab Lager;Plattenleger (Hauptkategorie);Wichtiges Absaugzubehör, aber modellspezifisch.
08 Staub & Absaugung;Akku-Sauger;3;4;FLEX VCE 22 M MC 2x18 Akku Industriesauger;https://shop.ferronato.ch/images/product/large/7908.jpg;Akku-Industriesauger mit 2x18V-Akkus, Sicherheitsklasse M für Stäube mit AGW-Werten über 1 mg/m³. Konstanter Luftstrom ab 1400 l/min für den Einsatz mit der Giraffe, manuelle Filterabreinigung, Sanftanlauf, Filtersack aus hochreissfestem Vlies. Volumenstrom 2300 l/min, Behältervolumen 21 L, Gewicht 7.2 kg, ohne Akku und Ladegerät.;Kabelloser Klasse-M-Sauger für staubfreies Arbeiten direkt am Werkzeug.;Behältervolumen 21 L, FLEX 18V-System, ohne Akku, Preis CHF 735.00.;https://shop.ferronato.ch/de/product/7908/flex-vce-22-m-mc-2x18-akku-industriesauger?CatID=216;Plattenleger;735.0;050-658;Nicht an Lager;Plattenleger (Hauptkategorie);FLEX VCE 22 M 2x18 V Akku-Industriesauger für kabelloses Arbeiten.
08 Staub & Absaugung;Akku-Sauger;;3;FLEX  Akku Staubsauger VC2 L HIP 18.0-EC Hüftsauger;https://shop.ferronato.ch/images/product/large/6106.jpg;FLEX Hüft-Akku-Sauger VC2 L HIP 18.0-EC, Volumenstrom 1200 m³/h, Unterdruck 20500 Pa, Behältervolumen 1,5 l, Schlauchlänge 2,5 m, Gewicht ohne Akku 2,0 kg. Mit Tragegeschirr für Hüfttragweise. Set mit Vlies-Filtersack, Flachfaltenfilter, Saugschlauch. Ohne Akku und Ladegerät.;Handfreier Hüftsauger für mobile Absaugarbeiten direkt am Werkzeug.;Kompaktes 1,5-l-Volumen, Tragegeschirr im Lieferumfang.;https://shop.ferronato.ch/de/product/6106/flex-akku-staubsauger-vc2-l-hip-18-0-ec-h-ftsauger?CatID=216;Plattenleger;225.0;050-274;ab Lager;Elektrogeräte, Mit Akku;Praktisches Nischenwerkzeug für kleine mobile Absaugarbeiten.
08 Staub & Absaugung;Akku-Sauger;;3;FLEX Staubsauger VC 6 L MC 18.0 Volt;https://shop.ferronato.ch/images/product/large/5736.jpg;Kompakter Akku-Sauger FLEX VC 6 L MC 18 V mit Tragegurt, Hochleistungsturbine, manueller Filterabreinigung, Flachfaltenfilter. Behältervolumen 6 l, max. Unterdruck 12000 Pa, Volumenstrom 1400 l/min, Schlauch Ø32 mm bis 2,5 m ausziehbar. Eco-Mode bis 30 Min Laufzeit. Ohne Akku und Ladegerät.;Handlicher Akku-Sauger für mobilen Einsatz ohne Kabel.;Kompatibel mit allen FLEX 18-V-Akkus, ohne Akku und Ladegerät geliefert.;https://shop.ferronato.ch/de/product/5736/flex-staubsauger-vc-6-l-mc-18-0-volt?CatID=216;Plattenleger;240.0;050-185;ab Lager;Elektrogeräte, Mit Akku;Praktisch für kleine Absaugarbeiten, kein Ersatz für Baustellensauger.
08 Staub & Absaugung;Akku-Sauger;;3;Husqvarna DE 110i Akku Staubsauger für BLi-System;https://shop.ferronato.ch/images/product/large/6025.jpg;Husqvarna Akku-Staubsauger DE 110i, H-Klasse mit HEPA13-Filter, 36-V-BLi-Akku, SmartFlow-Luftstromregelung, Longopac-Befestigungssystem. Leistung 0,9 kW, Luftdurchsatz 215 m³/h, Vakuum 18 kPa, Gewicht 26 kg exkl. Akku. Akku und Ladegerät separat erhältlich.;Kabelloser Baustellensauger der H-Klasse mit HEPA13-Filter für gefährlichen Staub.;Läuft mit Husqvarna 36-V-BLi-Akku, separat zu bestellen.;https://shop.ferronato.ch/de/product/6025/husqvarna-de-110i-akku-staubsauger-f-r-bli-system?CatID=216;Plattenleger;2.0;050-304;ab Lager;Plattenleger (Hauptkategorie);Leistungsstarker Sauger, aber teures und markengebundenes System.
08 Staub & Absaugung;Filter & Filtersäcke;5;2;FLEX Vlies-Filtersäcke VC 21-26 Pack à 5 Stück;https://shop.ferronato.ch/images/product/large/7356.jpg;FLEX Vlies-Filtersäcke für die Sauger VC 21 L MC, VC 25 L MC und VCE 26 L MC, hochreissfest, Staubklasse L, für optimale Befüllung und problemlose Entsorgung. Packung mit 5 Stück.;Reissfeste Filtersäcke für saubere Entsorgung von Saugerstaub.;5 Stück pro Packung, passend für VC/E 21-26, Preis CHF 35.00.;https://shop.ferronato.ch/de/product/7356/flex-vlies-filters-cke-vc-21-26-pack-5-st-ck?CatID=216;Plattenleger;35.0;050-608;ab Lager;Plattenleger (Hauptkategorie);FLEX Vlies-Filtersäcke 5er-Pack, laufendes Verbrauchsmaterial zum Sauger.
08 Staub & Absaugung;Filter & Filtersäcke;;1;FLEX Aktivkohlefilter G4 passend zu Bau-Luftreiniger VAC 800-EC;https://shop.ferronato.ch/images/product/large/7157.jpg;Aktivkohlefilter G4 für den FLEX Bau-Luftreiniger VAC 800-EC, filtert Gerüche und hält bis zu 70% der Staubpartikel zurück, Luftwiderstand nur 45 Pascal. Einsatz als Vorfilter.;Filtert Gerüche und Staub gleichzeitig aus dem Arbeitsumfeld.;Passend ausschliesslich für VAC 800-EC, Preis CHF 76.00.;https://shop.ferronato.ch/de/product/7157/flex-aktivkohlefilter-g4-passend-zu-bau-luftreiniger-vac-800-ec?CatID=216;Plattenleger;76.0;050-522 AG4;Nicht an Lager;PSA Plattenleger;Verbrauchszubehör, nur relevant für Besitzer des VAC 800-EC.
08 Staub & Absaugung;Filter & Filtersäcke;;1;FLEX Feinstaubfilter F7 passend zu Bau-Luftreiniger VAC 800-EC 1 Stück;https://shop.ferronato.ch/images/product/large/7158.png;Feinstaubfilter F7 für den FLEX Bau-Luftreiniger VAC 800-EC, hält bis zu 80% der Feinstaubpartikel zurück, Luftwiderstand nur 60 Pascal. 1 Stück.;Filtert Feinstaub zuverlässig aus der Baustellenluft.;Passend ausschliesslich für VAC 800-EC, Preis CHF 58.00.;https://shop.ferronato.ch/de/product/7158/flex-feinstaubfilter-f7-passend-zu-bau-luftreiniger-vac-800-ec-1-st-ck?CatID=216;Plattenleger;58.0;050-522 FS7;Nicht an Lager;PSA Plattenleger;Verbrauchszubehör, nur relevant für Besitzer des VAC 800-EC.
08 Staub & Absaugung;Filter & Filtersäcke;;1;FLEX Grobfilter G4 passend zu Bau-Luftreiniger VAC 800-EC 1 Stück;https://shop.ferronato.ch/images/product/large/7156.jpg;Grobfilter G4 für den FLEX Bau-Luftreiniger VAC 800-EC, hält bis zu 90% der Staubpartikel zurück, Luftwiderstand nur 45 Pascal. Einsatz als Vorfilter.;Effektiver Grobstaubfilter mit geringem Luftwiderstand.;Passend ausschliesslich für VAC 800-EC, Preis CHF 34.00.;https://shop.ferronato.ch/de/product/7156/flex-grobfilter-g4-passend-zu-bau-luftreiniger-vac-800-ec-1-st-ck?CatID=216;Plattenleger;34.0;050-522 GG4;Nicht an Lager;PSA Plattenleger;Verbrauchszubehör, nur relevant für Besitzer des VAC 800-EC.
