Sparte;Hauptkategorie (neu);Unterkategorie (neu);Top-Rang;Relevanz 1-5;Produktname;Bild;Beschreibung (max. 500 Zeichen);Feature / USP (Hauptbotschaft);Sekundäre Information;Link Ferronato-Shop;Preis CHF exkl. MwSt;Art.-Nr.;Verfügbarkeit;Alte Shop-Kategorien;Begründung Top
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reinigungs- & Auftragswerkzeuge;;3;AKEMI Cleaning Mob polished;https://shop.ferronato.ch/images/product/large/7251.jpg;Mikrofasermopp mit Leichtläuferborste, Flächenleistung bis 30 m2, hohe Wasseraufnahme mit Depotwirkung, waschbar, Masse 45x15 cm. Für die tägliche Reinigung grosser polierter und feingeschliffener Oberflächen mit AKEMI-Unterhaltsreinigern.;Mopp für tägliche Reinigung polierter Steinoberflächen.;Flächenleistung bis 30 m2, waschbar, mit AKEMI-Unterhaltsreinigern.;https://shop.ferronato.ch/de/product/7251/x;20.5;020-977;ab Lager;Steinbearbeitung > Chemische Produkte > Imprägnierungsmittel;Verbrauchs-Zubehör im AKEMI-System, regelmässig ersetzbar.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reinigungs- & Auftragswerkzeuge;;3;AKEMI Cleaning Mob rough;https://shop.ferronato.ch/images/product/large/7252.jpg;Mikrofasermopp mit abrasiven Polyamid-Borstenstreifen, waschbar, Masse 44x15 cm. Für die tägliche Reinigung grosser rauer Oberflächen mit AKEMI-Unterhaltsreinigern.;Mopp für tägliche Reinigung rauer Steinoberflächen.;Waschbar, Masse 44x15 cm, mit AKEMI-Unterhaltsreinigern.;https://shop.ferronato.ch/de/product/7252/x;20.0;020-978;ab Lager;Aufbearbeitung von Böden + mehr;Verbrauchs-Zubehör im AKEMI-System, regelmässig ersetzbar.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reinigungs- & Auftragswerkzeuge;;3;AKEMI Dosierhilfe für Reinigungskonzentrate 1000 ml;https://shop.ferronato.ch/images/product/large/5891.jpg;AKEMI Dosierhilfe für Reinigungskonzentrate in der 1000ml-Flasche. Zum exakten Abmessen, z.B. für Crystal Clean, Steinreiniger, Intensivreiniger, Acid Cleaner, Sanitärreiniger und Anti-Grün LONGLIFE. Skalierung in 5ml-Schritten bis 20ml, auch für kleine Mengen und hohe Verdünnungen (z.B. 1:100).;Dosierhilfe für exaktes Abmessen von AKEMI Reinigungskonzentraten.;Für 1000ml-Flasche, Skalierung in 5ml-Schritten bis 20ml.;https://shop.ferronato.ch/de/product/5891/x;4.5;020-929;ab Lager;Steinbearbeitung > Chemische Produkte > AKEMI Zubehör;Einmalzubehör, kein Verbrauch
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reinigungs- & Auftragswerkzeuge;;3;AKEMI Handpadhalter + Pad dazu;https://shop.ferronato.ch/images/product/large/5611.jpg;AKEMI Handpadhalter mit ergonomischem Griff und Hook-and-Loop-Aufnahme, 27x13cm, inkl. Pad. Zur Aufnahme von AKEMI Impregnation Application Pad und AKEMI Scrub Pad.;Padhalter für die Auftragung von Imprägnierung.;27x13cm, inkl. Pad, Klettaufnahme.;https://shop.ferronato.ch/de/product/5611/x;42.0;;;Steinbearbeitung > Chemische Produkte > AKEMI Zubehör;Zubehör für Imprägnierarbeiten mit moderatem Nachkauf der Pads.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reinigungs- & Auftragswerkzeuge;;3;AKEMI Holzspatel;https://shop.ferronato.ch/images/product/large/2913.jpg;AKEMI Holzspatel/Rührhölzer, 100 Stück in Schachtel, Länge 15 cm. Zum Einrühren kleiner Kitt- oder Klebemengen in einen Becher für Restaurierungsarbeiten.;Holzspatel zum Anrühren kleiner Kitt- und Klebemengen.;100 Stück pro Schachtel, Länge 15 cm.;https://shop.ferronato.ch/de/product/2913/x;67.2;020-656;ab Lager;Steinbearbeitung > Chemische Produkte > AKEMI Zubehör;Verbrauchsmaterial im 100er-Pack mit Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reinigungs- & Auftragswerkzeuge;;3;AKEMI Igel-Mikrofasermop;https://shop.ferronato.ch/images/product/large/7250.jpg;Igel-Mikrofasermopp mit Borstenmonofilen, waschbar, Masse 42x14 cm. Für die intensive Reinigung von Grossflächen mit AKEMI-Grundreinigern, ideal gegen hartnäckige Verschmutzungen auf rauen Oberflächen.;Igelmopp für intensive Reinigung rauer Oberflächen.;Waschbar, Masse 42x14 cm, für AKEMI-Grundreiniger.;https://shop.ferronato.ch/de/product/7250/x;20.0;020-976;ab Lager;Steinbearbeitung > Chemische Produkte > Pflegemittel/Versiegeln;Verbrauchs-Zubehör im AKEMI-System, regelmässig ersetzbar.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reinigungs- & Auftragswerkzeuge;;3;AKEMI Impregnation Application Mob / Mikrofasermopp;https://shop.ferronato.ch/images/product/large/7248.jpg;Lösungsmittelfester, waschbarer Mikrofasermopp 48x15 cm für den grossflächigen Auftrag von AKEMI-Imprägnierungen und Farbtonvertiefern.;Mikrofasermopp für grossflächigen Imprägnierungs-Auftrag.;Waschbar, lösungsmittelfest, Teil des AKEMI-Auftragswerkzeug-Systems.;https://shop.ferronato.ch/de/product/7248/x;15.8;020-974;ab Lager;Aufbearbeitung von Böden + mehr;Verbrauchs-Zubehör im AKEMI-System, regelmässig ersetzbar.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reinigungs- & Auftragswerkzeuge;;3;AKEMI Impregnation Finish Mob;https://shop.ferronato.ch/images/product/large/7249.jpg;Mikrofasermopp 44x15 cm mit guter Gleiteigenschaft und sehr hoher Flächenleistung, waschbar. Zur Aufnahme überschüssiger AKEMI-Imprägnierungen und Farbtonvertiefer.;Mopp zur Aufnahme überschüssiger Imprägnierung.;Waschbar, Masse 44x15 cm, Teil des AKEMI-Auftragswerkzeug-Systems.;https://shop.ferronato.ch/de/product/7249/x;13.8;020-975;ab Lager;Steinbearbeitung > Chemische Produkte > Pflegemittel/Versiegeln;Verbrauchs-Zubehör im AKEMI-System, regelmässig ersetzbar.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reinigungs- & Auftragswerkzeuge;;3;AKEMI Impregnation Pad MINI und Refill;https://shop.ferronato.ch/images/product/large/8074.jpg;Applikationspad-Set zum gleichmässigen Auftrag von AKEMI Imprägnierungen, ergonomischer Griff mit zwei Pads, erreicht auch schwer zugängliche Stellen. Refill-Pack mit 4 Nachkauf-Pads separat erhältlich.;Applikationspad für gleichmässigen Imprägnierungs-Auftrag.;Auch als Refill-Pack mit 4 Pads erhältlich.;https://shop.ferronato.ch/de/product/8074/x;32.5;;;Steinbearbeitung > Chemische Produkte > AKEMI Zubehör;Systemzubehör mit Nachkauf-Refill zu AKEMI-Imprägnierungen.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reinigungs- & Auftragswerkzeuge;;3;AKEMI Square Bucket 10 Liter;https://shop.ferronato.ch/images/product/large/7256.jpg;Rechteckiger Multifunktions-Kunststoffeimer, lösungsmittelfest, ergonomischer Griff, gestaffelte Literskala, Fassungsvermögen 10 Liter, Masse 55x24x19 cm. Für den grossflächigen Auftrag von AKEMI-Imprägnierungen, Farbtonvertiefern und Reinigungsprodukten.;10-Liter-Eimer für grossflächigen AKEMI-Produktauftrag.;Lösungsmittelfest, passend zu rechteckigen AKEMI-Mopps.;https://shop.ferronato.ch/de/product/7256/x;40.0;020-690 10;ab Lager;Steinbearbeitung > Chemische Produkte > Pflegemittel/Versiegeln;Zubehör-Eimer, keine laufende Verbrauchsware.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reinigungs- & Auftragswerkzeuge;;3;AKEMI Square Bucket 8 Liter rechteckig;https://shop.ferronato.ch/images/product/large/7255.jpg;Rechteckiger Multifunktions-Kunststoffeimer, lösungsmittelfest, ergonomischer Griff, gestaffelte Literskala, Fassungsvermögen 8 Liter, Masse 36x17x23 cm. Für den kleinflächigen Auftrag von AKEMI-Imprägnierungen, Farbtonvertiefern und Reinigungsprodukten, passend zum Eintauchen rechteckiger Mikrofaserpads.;8-Liter-Eimer für kleinflächigen AKEMI-Produktauftrag.;Lösungsmittelfest, gestaffelte Literskala, passend zu rechteckigen Mopps.;https://shop.ferronato.ch/de/product/7255/x;40.0;020-690 8;ab Lager;Steinbearbeitung > Chemische Produkte > Schutzmittel/Farbtonvert;Zubehör-Eimer, keine laufende Verbrauchsware.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reinigungs- & Auftragswerkzeuge;;3;AKEMI TOP SHIELD Impregnation Pad;https://shop.ferronato.ch/images/product/large/3237.jpg;AKEMI TOP SHIELD Impregnation Pad zum homogenen Auftrag von AKEMI TOP SHIELD Imprägnierung, erreicht auch schwer zugängliche Stellen. Applikationspad mit einstellbarem Flexi-Griff.;Speziell für den gleichmässigen Auftrag von TOP SHIELD.;Mit einstellbarem Flexi-Griff.;https://shop.ferronato.ch/de/product/3237/x;51.7;020-972;ab Lager;Steinbearbeitung > Chemische Produkte > Pflegemittel/Versiegeln;Systemzubehör zu TOP SHIELD, wird laufend nachgekauft.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reinigungs- & Auftragswerkzeuge;;3;AKEMI Teleskopstiel aus eloxiertem Aluminium;https://shop.ferronato.ch/images/product/large/7254.jpg;Teleskopstiel aus eloxiertem Aluminium mit ergonomischem Griff, verstellbare Länge von 102 bis 184 cm, zur Befestigung des AKEMI-Klapphalters.;Verstellbarer Teleskopstiel für AKEMI-Mopphalter.;Länge 102-184 cm, eloxiertes Aluminium, Zubehör Auftragswerkzeuge.;https://shop.ferronato.ch/de/product/7254/x;39.0;020-979 TS;ab Lager;Steinbearbeitung > Chemische Produkte > Imprägnierungsmittel;Systemzubehör zu den AKEMI-Auftragsmopps.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reinigungs- & Auftragswerkzeuge;;3;AKEMI klappbarer Kunststoff-Mopphalter mit Fixierklipp 40x11cm;https://shop.ferronato.ch/images/product/large/7253.jpg;Klappbarer Kunststoff-Mopphalter mit Fixierclip, Masse 40x11 cm, zur Aufnahme aller AKEMI-Mopps in Verbindung mit dem AKEMI-Teleskopstiel.;Klapphalter für alle AKEMI-Reinigungs- und Auftragsmopps.;Passend zu den AKEMI-Mopps, Kombination mit Teleskopstiel Art. 020-979 TS.;https://shop.ferronato.ch/de/product/7253/x;36.8;020-979 KH;ab Lager;Steinbearbeitung > Chemische Produkte > Schutzmittel/Farbtonvert;Systemzubehör mit Bezug zu mehreren Verbrauchsmopps.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reinigungs- & Auftragswerkzeuge;;3;Japanspachtel 4-Teilig;https://shop.ferronato.ch/images/product/large/2912.jpg;Japanspachtel 4-teilig von AKEMI, Härte II, nitrofest, Set 5/8/10/12 cm.;4-teiliges Japanspachtel-Set von AKEMI für Kitt- und Klebearbeiten.;Nitrofest, vier Grössen von 5 bis 12 cm.;https://shop.ferronato.ch/de/product/2912/x;14.2;020-752;ab Lager;Steinbearbeitung > Zubehör und Hilfsmittel > Eisenwaren + Werkzeuge;Kleines Zubehör, geringer Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reinigungs- & Auftragswerkzeuge;;3;Rasierklinge Nr.4439x18.7mm;https://shop.ferronato.ch/images/product/large/5311.jpg;Rasierklingen Nr. 44, Masse 39x18,7mm, Materialstärke ca. 0,30mm, 1 Pack à 100 Stück.;Rasierklingen zum Abziehen und Reinigen von Oberflächen.;39x18,7mm, 100 Stück pro Pack.;https://shop.ferronato.ch/de/product/5311/x;34.3;100-024;ab Lager;Steinbearbeitung > Zubehör und Hilfsmittel > Eisenwaren + Werkzeuge;Klassisches Verbrauchsmaterial mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reinigungs- & Auftragswerkzeuge;;3;Reinigungsschwamm;https://shop.ferronato.ch/images/product/large/3232.png;Zellstoff-Reinigungsschwamm, Grösse 144x101x36 mm, aus Zellstoff mit Leinen- und Baumwollfasern. Sehr saugfähig und biologisch abbaubar, für die tägliche Reinigungsarbeit in der Werkstatt.;Saugfähiger, biologisch abbaubarer Reinigungsschwamm.;Grösse 144x101x36 mm.;https://shop.ferronato.ch/de/product/3232/x;3.8;100-194;ab Lager;Steinbearbeitung > Zubehör und Hilfsmittel > Diverses Hilsfmaterial;Günstiges Verbrauchsmaterial mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reinigungs- & Auftragswerkzeuge;;3;Reinigungsschwamm, grosssporig;https://shop.ferronato.ch/images/product/large/3234.jpg;Grossporiger Zellstoff-Reinigungsschwamm, Grösse 146x961x60 mm, mit Leinen- und Baumwollfasern für grössere Reinigungsarbeiten. Robust, sehr saugfähig, gute Schmutzaufnahme.;Robuster Grossflächenschwamm für grössere Reinigungsarbeiten.;Grösse 146x961x60 mm, grosse Poren.;https://shop.ferronato.ch/de/product/3234/x;7.9;100-196;ab Lager;Steinbearbeitung > Zubehör und Hilfsmittel > Diverses Hilsfmaterial;Günstiges Verbrauchsmaterial mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reparaturkleber & Sekundenkleber;;4;AKEMI Steinfestiger K;https://shop.ferronato.ch/images/product/large/6196.jpg;Sehr dünnflüssiges 1-Komponenten-Produkt zur Festigung von Sandstein, witterungsbeständig, vergilbungsfrei, stark penetrierend, lösungsmittelfrei. Farbton und Atmungsfähigkeit des Steins bleiben erhalten. Für Naturstein, Marmor und Kalkstein, Innen- und Aussenbereich. Nur für gewerbliche Fachanwender.;Steinfestiger zur Festigung von Sandstein, vergilbungsfrei.;Erhält Farbton und Atmungsfähigkeit, nur für Fachanwender.;https://shop.ferronato.ch/de/product/6196/x;90.2;021-116;Nicht an Lager;Steinbearbeitung > Chemische Produkte > AKEMI Klebstoffe und mehr;Verbrauchsmaterial mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reparaturkleber & Sekundenkleber;;3;AFIN Super Glue MVX Pen;https://shop.ferronato.ch/images/product/large/3333.jpg;AFIN Super Glue MVX Pen, 12 g transparenter Sekundenkleber, mittelviskos, geruchlos, mit schneller Handfestigkeit und hoher Temperaturbeständigkeit. Für Autoreparatur, Elektrik, Maschinenbau und Modellbau, verklebt Gummi, Kunststoff, Holz, Glas, Keramik und Leder.;Geruchloser Sekundenkleber im Pen für vielseitige Materialien.;12 g, mittelviskos, hohe Temperaturbeständigkeit.;https://shop.ferronato.ch/de/product/3333/x;22.1;021-058;ab Lager;Steinbearbeitung > Zubehör und Hilfsmittel > Pinsel und Spraydosen;Verbrauchsmaterial in der Reparatur, moderater Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reparaturkleber & Sekundenkleber;;3;AFIN Super Glue Plus 20gr;https://shop.ferronato.ch/images/product/large/3335.jpg;AFIN Super Glue Plus, 20 g transparenter Sekundenkleber, hochviskos mit sehr hoher Temperaturbelastbarkeit, NSF-zertifiziert. Für Autoreparatur, Elektrik, Maschinenbau und Modellbau, verklebt Gummi, Kunststoff, Holz, Glas, Keramik und Leder.;Hochviskoser, NSF-zertifizierter Sekundenkleber.;20 g, hochviskos, NSF-zertifiziert.;https://shop.ferronato.ch/de/product/3335/x;22.1;021-056;ab Lager;Steinbearbeitung > Zubehör und Hilfsmittel > Pinsel und Spraydosen;Verbrauchsmaterial in der Reparatur, moderater Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reparaturkleber & Sekundenkleber;;3;AKEMI Super Glue Filler;https://shop.ferronato.ch/images/product/large/3331.jpg;AKEMI Super Glue Filler, 20 g, feinkristallines Spezialgranulat mit haftvermittelnder Beschichtung. Sekundenschnelle Reaktion, stahlharte Aushärtung, bohr-, feil-, fräs-, schleif- und lackierbar. Zur Reparatur fein- und grobporiger Brüche an Metall, Holz, Porzellan, Keramik und Kunststoff.;Stahlhartes Reparaturgranulat für Splitterbrüche aller Art.;Flasche 20 g, bohr- und schleifbar.;https://shop.ferronato.ch/de/product/3331/x;11.5;021-062;ab Lager;Steinbearbeitung > Zubehör und Hilfsmittel > Pinsel und Spraydosen;Verbrauchsmaterial in der Reparatur, moderater Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reparaturkleber & Sekundenkleber;;3;Baohartwachs in diverse Farben;https://shop.ferronato.ch/images/product/large/4273.jpg;Gebrauchsfertiges Hartwachs, 15 g, zum Ausbessern kleiner Schäden. Schnellhärtend, schleiffähig, lichtbeständig, fällt nicht ein. Erhältlich in verschiedenen Farben (schwarz, weiss, teak, mahagoni).;Schnellhärtendes Wachs zum Ausbessern kleiner Steinschäden.;Erhältlich in schwarz, weiss, teak und mahagoni, 15-g-Portion.;https://shop.ferronato.ch/de/product/4273/x;10.1;;;Steinbearbeitung > Zubehör und Hilfsmittel > Diverses Hilsfmaterial;Kleines Verbrauchsmaterial mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;StoneLux-Reparatur;1;4;StoneLux 2.0 Professional Kit  (ohne Ceramic Kit);https://shop.ferronato.ch/images/product/large/5720.jpg;StoneLux 2.0 Professional Kit ohne Ceramic-Modul, Reparaturset für Naturstein, Quarzkomposit, Steinzeug, Keramik und Fliesen mit 10 Reparaturfarben. Fünf Techniken: Transpa, Retusche, Kristall, Struktur und Mikrodefekt.;Professional-Reparaturset mit 10 Farben, ohne Keramikmodul.;10 Reparaturfarben, 5 Reparaturtechniken.;https://shop.ferronato.ch/de/product/5720/x;2.0;020-194 KIT PROF;ab Lager;Steinbearbeitung > Art StoneLux > Koffer-Sets;Einstiegs-Set ins StoneLux-Reparatursystem
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;StoneLux-Reparatur;2;4;StoneLux 2.0 Compacc Kit;https://shop.ferronato.ch/images/product/large/5718.jpg;StoneLux 2.0 Compact Kit, Reparaturset für Naturstein, Quarzkomposit, Steinzeug, Keramik und Fliesen mit 4 Reparaturfarben. Fünf Techniken: Transpa für Kleinschäden, Retusche für voluminöse Schäden, Kristall für monochrome Oberflächen, Struktur für strukturierte Oberflächen, Mikrodefekt für Haarrisse.;Kompaktes Reparaturset mit fünf Techniken für Stein und Keramik.;4 Reparaturfarben, 5 Reparaturtechniken.;https://shop.ferronato.ch/de/product/5718/x;1.0;020-194 KIT COMP;Nicht an Lager;Steinbearbeitung > Art StoneLux > Koffer-Sets;Kompaktes Reparaturset für Montageeinsätze
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;StoneLux-Reparatur;;4;AKEMI Spectrum Pastes Bonding & Repair Set;https://shop.ferronato.ch/images/product/large/3900.jpg;Reparatur-Set mit 48 Tuben Spectrum Pastes, Colour Chart Farbfächer, je einer 170-g-Einheit Platinum P+ L-Spezial und Platinum P+ flüssig sowie Reinigungs- und Applikationsprodukten. Zum Einfärben von Platinum P+ (Epoxyacrylat-Kleber) passend zu Farbtabellen namhafter Quarzkomposit- und Keramikhersteller. Inklusive Holzspatel, Composite-Hobel, Anmischfolien und Reinigungsmittel.;Komplettes Farb- und Reparaturset für Epoxyacrylat-Kleber.;48 Farben, inklusive Applikations- und Reinigungszubehör.;https://shop.ferronato.ch/de/product/3900/x;1.0;020-426;ab Lager;Steinbearbeitung > Chemische Produkte > AKEMI Klebstoffe und mehr > AKEMI/AKEPOX Farbpasten;Systemset für Reparaturarbeiten mit Folgekäufen der Einzelfarben.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;StoneLux-Reparatur;;4;Kunststoffspritzen 5ml;https://shop.ferronato.ch/images/product/large/3632.jpg;Kunststoffspritzen 5 ml, 2-teilige Einwegspritzen aus PP/PE-HD mit Kolben aus Hartpolyethylen. Luer-Ansatz, wischfeste Skala, transparenter Zylinder, latex- und PVC-frei, einzeln steril verpackt.;Einweg-Dosierspritzen für präzises Auftragen von Reparaturmasse.;Latex- und PVC-frei, einzeln steril verpackt.;https://shop.ferronato.ch/de/product/3632/x;1.5;021-154;ab Lager;Steinbearbeitung > Chemische Produkte > AKEMI Zubehör;Kleinzubehör, geringer Einzelwert.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;StoneLux-Reparatur;;4;Slx StoneLux® 2.0 colour Spritze 2 ml in erdigen Farbebtönen;https://shop.ferronato.ch/images/product/large/1340.jpg;StoneLux 2.0 Colour, 2-ml-Spritze in erdigen Farbtönen zur Farbcharakterisierung von Natur- und Kunststein sowie Keramik. Lichthärtender, transparenter, flüssiger Kleber zur Reparatur kleiner Schadstellen (Kanten, Löcher, Kratzer) auf Arbeitsplatten, Theken und Fensterbänken. Farben weiss, marmorweiss, grün, gelb, blau, rot, braun.;Lichthärtender Reparaturkleber zur Farbanpassung von Kanten und Kratzern.;7 Farbtöne, 2-ml-Applikationsspritze.;https://shop.ferronato.ch/de/product/1340/x;78.5;;;Steinbearbeitung > Art StoneLux > Zubehör und Hilfsmittel;Systemzubehör für die StoneLux-Reparatur, regelmässiger Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;StoneLux-Reparatur;;4;StoneLux 2.0 Ceramic diverse Farben, Spritze 2ml;https://shop.ferronato.ch/images/product/large/6092.jpg;StoneLux 2.0 Ceramic Reparaturpasten für Quarzkomposit- und Keramikoberflächen (Sinterkeramik, Steinzeug, Fliesen, Sanitärkeramik), Spritze 2ml. 13 Farbtöne von black bis arctic white. Aushärtung mit dem StoneLux 2.0 Bluetron-Handlichtgerät.;StoneLux 2.0 Ceramic-Reparaturpaste in Trendfarben für Sinterkeramik und Fliesen.;Spritze 2ml, 13 Farbtöne, Aushärtung mit StoneLux Bluetron-Handlichtgerät.;https://shop.ferronato.ch/de/product/6092/x;78.5;;;Steinbearbeitung > Art StoneLux > Zubehör und Hilfsmittel;Verbrauchsmaterial im StoneLux-System
